service_id,service_name,busType,first_bpName,first_bp_time,last_bpName,last_bp_time,busNumber
804,Chennai-Bangalore | 08:10PM,2+1(48)AC: Seater: Sleeper: Luxury,Velachery,11:00,Majestic - Boarding Zone,20:00,PY01DB6422
809,Bangalore-Hyderabad | 09:55PM,2+1(34)AC: Sleeper with Washroom: Luxury,Bagepalli,00:05,Gachi_bowli_(O) (Van Dropoff),09:55,TS12UE4000
810,Hyderabad-Bangalore | 07:10PM,2+1(34)AC: Sleeper with Washroom: Luxury,Anantapur,01:30,Whitefield,07:00,TS12UE3998
815,Amritsar-Gurgaon | 07:45PM,2+1(40)AC: Seater: Sleeper with Washroom: ,Bus Stand - City Center Parking,19:30,Sirhind Bus Stop Flyover,23:55,AR01S0654
816,Gurgaon-Amritsar | 10:00PM,2+1(40)AC: Seater: Sleeper with Washroom: ,Pahalwan Dhaba,00:25,Bus Stand - City Center Parking,08:35,AR01S0655
817,Hyderabad-Bangalore | 11:00PM,2+1(36)AC: Sleeper: Luxury,Bellary Chowrasta,02:40,Chandapura,10:40,AP39UC0777
818,Bangalore-Hyderabad | 11:15PM,2+1(36)AC: Sleeper: Luxury,Chikkaballapur Bypass,00:25,Gachi_bowli_(O) (Van Dropoff),11:00,AP39TV0777
821,Bangalore-Chennai | 11:10PM,2+1(48)AC: Seater: Sleeper: Luxury,Hosur - Boarding Zone,00:35,Velachery,07:20,PY01DB6414
822,Chennai-Bangalore | 10:35PM,2+1(48)AC: Seater: Sleeper: Luxury,Vellore - Boarding Zone,02:45,Majestic - Boarding Zone,07:05,PY01DB6422
827,Hyderabad-Visakhapatnam | 08:00PM,2+1(36)AC: Sleeper: Luxury,Gachibowli (Van Pickup),17:00,MVP Circle,09:30,AP39TJ0777
828,Visakhapatnam-Hyderabad | 07:00PM,2+1(36)AC: Sleeper: Luxury,Jaggampeta,00:15,Gachibowli (Van Dropoff),10:15,AP39TV0777
831,Bangalore-Hyderabad | 08:00PM,2+1(46)AC: Volvo Eicher Seater:Sleeper with Washroom: ,Anantapur,00:10,Lakdikapool,07:10,PY01DB6492
832,Hyderabad-Bangalore | 08:30PM,2+1(46)AC: Seater: Sleeper with Washroom: Hybrid,Bellary Chowrasta,00:55,Chandapura,09:00,PY01DB1782
881,Bangalore-Madurai | 11:20AM,2+1(36)AC: Sleeper: BharatBenz Full Air Suspension,Majestic - Boarding Zone,10:30,Mattuthavani Bus Stand,20:35,TN59DB6777
882,Madurai-Bangalore | 10:15AM,2+1(36)AC: Sleeper: BharatBenz Full Air Suspension,Mattuthavani - Boarding Zone,10:15,Majestic - Boarding Zone,19:00,TN59DB6888
883,Bangalore-Nagercoil | 08:05PM,2+1(46)AC: Seater: Sleeper with Washroom: Luxury,Salem,00:35,Vadasery - Boarding Zone,08:45,NL01B3255
884,Nagercoil-Bangalore | 06:00PM,2+1(46)AC: Seater: Sleeper with Washroom: Luxury,Karur Bypass,00:45,Majestic - Boarding Zone,07:55,NL01B3255
891,Bangalore-Nagercoil | 09:15PM,2+1(34)AC: Sleeper with Washroom: Luxury,Dharmapuri Bypass,00:30,Vadasery - Boarding Zone,09:45,TN02CA4093
892,Nagercoil-Bangalore | 07:00PM,2+1(34)AC: Sleeper with Washroom: Luxury,Dindigul,00:10,Hebbal,07:50,TN02CA4093
895,Chennai-Nagercoil | 09:30PM,2+1(34)AC: Sleeper with Washroom: ,Villupuram Bypass,00:35,Vadasery - Boarding Zone,10:00,TN48BT6996
896,Nagercoil-Chennai | 05:45PM,2+1(34)AC: Sleeper with Washroom: Luxury,Vadasery - Boarding Zone,17:45,Karuppayurani Junction,22:50,TN48BT6633
899,Amritsar-Gurgaon | 08:15PM,2+1(42)AC: Volvo Eicher Seater:Sleeper with Washroom: ,Bus Stand - City Center Parking,20:00,Sirhind Bus Stop Flyover,23:55,AR11E0707
900,Gurgaon-Amritsar | 10:30PM,2+1(42)AC: Volvo Eicher Seater:Sleeper with Washroom: ,Pahalwan Dhaba,01:00,Bus Stand - City Center Parking,08:35,AR11D5757
912,Hyderabad-Guntur | 11:50PM,2+1(34)AC: Sleeper with Washroom: Luxury,Chandanagar - Boarding Zone,22:40,Pattabhipuram - IntrCity Lounge,07:45,NL01B7778
913,Guntur-Hyderabad | 10:55PM,2+1(34)AC: Sleeper with Washroom: Luxury,Pattabhipuram - IntrCity Lounge,22:55,Gachibowli,06:50,NL01B6788
923,Bangalore-Pune | 07:30PM,2+1(42)AC: Sleeper: Volvo Multi Axle I-Shift B11R,Belgaum Bypass,04:10,Wakad,11:45,NL01B2123
924,Pune-Bangalore | 08:30PM,2+1(42)AC: Sleeper: Volvo Multi Axle I-Shift B11R,Karad Bypass,00:20,Kalasipalyam,12:50,NL01B2124
934,Hyderabad-Vijayawada | 10:05PM,2+1(46)AC: Seater: Sleeper with Washroom: Luxury,Kondapur,21:55,Auto Nagar,06:10,NL02B6444
939,Guntur-Visakhapatnam | 09:15PM,2+1(36)AC: Sleeper: Luxury,Eluru Bypass,00:20,MVP Circle,06:10,AP39UA0777
940,Visakhapatnam-Guntur | 10:30PM,2+1(36)AC: Sleeper: Luxury,Anakapalle - Boarding Zone,00:01,Pattabhipuram - IntrCity Lounge,07:20,AP39UB0777
943,Hyderabad-Mumbai | 08:20PM,2+1(38)AC: Sleeper: Luxury,Hadapsar,05:55,Borivali East,11:30,AR01U0333
944,Mumbai-Hyderabad | 08:35PM,2+1(38)AC: Sleeper: Luxury,Solapur Bypass,02:45,Lakdikapool,09:30,AR01S0333
956,Hyderabad-Vijayawada | 11:25PM,2+1(46)AC: Seater: Sleeper with Washroom: Hybrid,Kondapur,23:15,Tenali,07:15,TS12UD9640
957,Vijayawada-Hyderabad | 10:00PM,2+1(46)AC: Volvo Eicher Seater:Sleeper with Washroom: ,Tenali,22:00,Gachibowli,06:15,PY01DB1450
963,Pune-Nagpur | 07:45PM,2+1(34)AC: BharatBenz Sleeper with Washroom: ,Baba Petrol Pump,01:35,Ashirwad Theater,09:10,AR01W7400
964,Nagpur-Pune | 06:00PM,2+1(34)AC: BharatBenz Sleeper with Washroom: ,Ashirwad Theater,18:00,Panchavati Square,21:00,AR01W7300
971,Pune-Nagpur | 10:00PM,2+1(46)AC: BharatBenz Seater:Sleeper with Washroom: ,Ahmednagar Bypass,01:15,Ashirwad Theater,11:30,AR01W8700
972,Nagpur-Pune | 08:15PM,2+1(46)AC: BharatBenz Seater:Sleeper with Washroom: ,Baba Petrol Pump,04:30,Nigdi,11:45,AR01W8600
978,Gurgaon-Lucknow | 10:00PM,2+1(36)AC: Sleeper with Washroom: Volvo Eicher,Greater Noida,00:45,Nahariya Chauraha - IntrCity Lounge,08:00,AR11C5757Z
979,Lucknow-Gurgaon | 09:10PM,2+1(36)AC: Sleeper with Washroom: Volvo Eicher,Agra Toll Plaza,02:10,IFFCO Chowk,06:25,AR11D0707Z
980,Hyderabad-Tirupati | 10:30PM,2+1(34)AC: Sleeper with Washroom: Luxury,Ameerpet (Van Pickup),20:00,Tirupati,08:45,TG13T1983
981,Tirupati-Hyderabad | 09:15PM,2+1(34)AC: Sleeper with Washroom: Luxury,BMR Harini Parking,21:15,Mehdipatnam,08:10,TG13T1984
1019,Vijayawada-Tirupati | 10:25PM,2+1(34)AC: Sleeper with Washroom: Luxury,Chilakaluripet,00:30,RTC BusStand - Boarding Zone,06:30,AP39UJ0777
1020,Tirupati-Vijayawada | 10:25PM,2+1(34)AC: Sleeper with Washroom: Luxury,BMR Harini Parking,22:20,NTR Circle,06:20,AP39TF0777
1027,Hyderabad-Rajahmundry | 11:15PM,2+1(46)AC: Seater: Sleeper with Washroom: Luxury,Gachibowli (Van Pickup),19:50,Diwancheruvu,07:35,PY01DB7238
1028,Rajahmundry-Hyderabad | 08:45PM,2+1(46)AC: Seater: Sleeper with Washroom: Luxury,Eluru Bypass,00:01,Gachibowli,07:40,PY01DB7292
1031,Bangalore-Madurai | 10:45PM,2+1(36)AC: Sleeper: BharatBenz Full Air Suspension,Krishnagiri,01:15,Mattuthavani Bus Stand,07:35,TN59DB6888
1032,Madurai-Bangalore | 10:30PM,2+1(36)AC: Sleeper: BharatBenz Full Air Suspension,Dindigal Bypass,00:15,Majestic - Boarding Zone,07:10,TN59DB6777
1046,Bangalore-Hyderabad | 07:50PM,2+1(34)AC: Sleeper with Washroom: Luxury,Chandapura,16:50,Anantapur,23:55,TG13T1986
1047,Hyderabad-Bangalore | 09:05PM,2+1(34)AC: Sleeper with Washroom: Luxury,Bellary Chowrasta,01:30,Chandapura,09:40,TG13T1985
1065,Bangalore-Nagercoil | 09:55PM,2+1(42)AC: Sleeper: Volvo Multi Axle I-Shift B11R,Krishnagiri,00:20,Vadasery - Boarding Zone,09:25,NL01B2119Z
1066,Nagercoil-Bangalore | 08:20PM,2+1(42)AC: Sleeper: Volvo Multi Axle I-Shift B11R,Tirumangalam Toll Gate,00:15,Majestic - Boarding Zone,08:45,NL01B2120Z
1067,Bangalore-Coimbatore | 10:20PM,2+1(34)AC: Sleeper with Washroom: Luxury,Krishnagiri,00:25,Gandhipuram,05:35,KA51AK1037
1068,Coimbatore-Bangalore | 09:50PM,2+1(34)AC: Sleeper with Washroom: Luxury,Bhavani,00:20,Majestic - Boarding Zone,06:10,KA51AK1038
1069,Bangalore-Madurai | 10:05PM,2+1(36)AC: Sleeper: Luxury,Krishnagiri,00:40,Mattuthavani Bus Stand,07:15,NL01B2709
1070,Madurai-Bangalore | 09:50PM,2+1(36)AC: Sleeper: Luxury,Karur Bypass,00:50,Majestic - Boarding Zone,08:00,NL01B2711
